original_idx,news,type,length,category_mlc
1946,"Set your television to wow Television started off as a magical blurry image. Then came the sharpness, the colour and the widescreen format. Now the TV set is taking another leap forward into a crystal clear future, although those in Europe will have to be patient. After years of buzz about high-definition TV (HDTV) it is finally taking off in a handful of countries around the world, mainly the US and Japan. If you believe the hype, then HDTV will so wow you, that you will never want to go back to your old telly. HDTV is just the latest must-have technology in viewers' homes, says Jo Flaherty, a senior broadcaster with the CBS network in the US. All television images are made up of pixels, going across the screen, and scan lines going down. British TV pictures are made up of 625 lines and about 700 pixels. By contrast, HDTV offers up to 1,080 active lines, with each line made up of 1,920 pixels. The result is a picture which can be up to six times as sharp as standard TV. But to get the full impact, programmes need to be broadcast in this format and you need a HDTV set to receive them. Most new computer displays are already capable of handling high-resolution pictures. Viewers in Japan, the US, Australia, Canada and South Korea are already embracing the new TV technology, with a selection of primetime programmes being broadcast in the new format, which includes 5.1 digital surround sound. But TV viewers in Europe will have to wait to enjoy the eye-blasting high-definition images. Many high-end European TV programmes, such as the recent Athens Olympics, are already being produced in high-definition. But they still reach your screen in the old 625 lines. The prospects for getting sharper images soon do not seem very encouraging. According to consultants Strategy Analytics, only 12% of homes in Europe will have TVs capable of showing programmes in high-definition by 2008. But the HDTV hype spilling out of the US and Japan has spurred European broadcasters and consumer electronic companies to push for change. Big sports and entertainment events are set to help trigger the general public attention. The 2006 World Cup in Germany will be broadcast in high-definition. In the UK, satellite broadcaster BSkyB is planning HDTV services in 2006. There is already a HDTV service in Europe called Euro1080. Other European broadcasters, especially in France and Germany, also aiming to launch similar services. In Britain, digital satellite and cable are largely seen as the natural home for HDTV, at least while a decision is taken regarding terrestrial broadcast options. The communications watchdog Ofcom could hand over some terrestrial frequencies freed up when the UK switches off its analogue TV signal. For now, broadcasters like the BBC are working on their own HDTV plans, although with no launch date in sight. The BBC will start broadcasting in HDTV when the time is right, and it would not be just a showcase, but a whole set of programming, says Andy Quested, from the BBC high-definition support group. We have made the commitment to produce all our output in high-definition by 2010, which would put us on the leading edge. One of the options under consideration is to offer high-definition pictures on the web. The BBC has already dipped its toe into this, including some HDTV content in recent trials of its interactive media player - a video player for PCs. It is planning to offer special releases of selected flagship programmes online in the near future. According to Mr Quested, this could help put Europe back into the running in the race to switch to HDTV. This is backed by recent research which suggests that the number of Europeans with broadband has exploded over the past 12 months, with the web eating into TV viewing habits.",tech,643,comp.graphics
1947,"Microsoft makes anti-piracy move Microsoft says it is clamping down on people running pirated versions of its Windows operating system by restricting their access to security features. The Windows Genuine Advantage scheme means people will have to prove their software is genuine from mid-2005. It will still allow those with unauthorised copies to get some crucial security fixes via automatic updates, but their options would be limited. Microsoft releases regular security updates to its software to protect PCs. Either PCs detect updates automatically or users manually download fixes through Microsoft site. Those running pirated Windows programs would not have access to other downloads and add-ons that the software giant offers. People who try to manually download security patches will have to let Microsoft run an automated checking procedure on their computer or give an identification number. Microsoft regular patches which it releases for newly-found security flaws are important because they stop worms, viruses and other threats penetrating PCs. Some security experts are concerned that restricting access to such patches could mean a rise in such attacks and threats, with more PCs left unprotected. But Graham Cluley, senior consultant at security firm Sophos, told the BBC News website that it was a positive decision. It sounds like their decision to allow critical security patches to remain available to both legitimate and illegitimate users of Windows is good news for everyone who uses the net, he said. Windows Genuine Advantage was first introduced as a pilot scheme in September 2004 for English-language versions of Windows. Microsoft Windows operating system is heavily exploited by virus writers because it is so widespread and they are constantly seeking out new security loopholes to take advantage of. The company is trying to tackle security threats whilst cracking down on pirated software at the same time. Software piracy has cost the company billions, it says. The company announced earlier in January that it was releasing security tools to clean up PCs harbouring viruses and spyware, which 90% of PCs are infected with. The virus-fighting program, updated monthly, is a precursor to Microsoft dedicated anti-virus software. Last year it introduced the Windows XP Counterfeit Project, a UK-based pilot scheme, which ran from November to December. The scheme meant that anyone with pre-installed copies of the operating system in PCs bought before November could replace counterfeit versions of Windows XP with legal ones for free. It is also increasing efforts to squash software piracy in China, Norway and the Czech Republic, where pirated software is a huge problem, by offering discounts on legitimate software to users of pirated copies Windows. China in particular is a problem, with piracy estimated at 92%, said Mr Cluley.",tech,445,comp.os.ms-windows.misc
1948,"World tour for top video gamers Two UK gamers are about to embark on a world tour as part of the most lucrative-ever global games tournament. Aaron Foster and David Treacy have won the right to take part in a tournament offering $1m in total prize money. The cash will be handed out over 10 separate competitions in a continent-hopping contest organised by the Cyberathlete Professional League. As part of their prize the pair will have their travel costs paid to ensure they can get to the different bouts. The CPL World Tour kicks off in mid-February and the first leg will be in Istanbul. All ten bouts of the tournament will be played throughout 2005, each one in a different country. At each stop $50,000 in prize money will be up for grabs. The tournament champion for each leg of the CPL World Tour will walk away with a $15,000 prize. The winner of the grand final will get a prize purse of $150,000 from a total pot of $500,000. Winners of each stage of the tour automatically get a place at the next stop. The world tour stops are open to any keen gamer that registers. Online registration for the first stop opens this weekend. Some pro-players are winning a spot at the tour destinations through qualifying events organised by CPL partners. Winners at these qualifiers get seeded higher in the elimination parts of each tournament. Mr Foster and Mr Treacy get the chance to attend the World Tour as members of the UK Four-Kings gaming clan. Towards the end of 2004 Four-Kings staged a series of online Painkiller competitions to reveal the UK top players of the PC game. The best eight players met face-to-face in a special elimination event in late December where Mr Foster and Mr Tracey proved their prowess at Painkiller. As part of their prize the pair also get a contract with Four-Kings Intel which is one of the UK few pro-gaming teams. There are a lot of people who take gaming very seriously and support their local or national team with the same passion as any other sport, said Simon Bysshe who filmed the event for Four-Kings and Intel. More than 80,000 people have downloaded the movie of the tournament highlights. Professional gaming is here to stay and will only grow in popularity, he said.",tech,393,comp.graphics
1949,"Warnings on woeful wi-fi security Companies are getting worse at keeping their wireless data networks secure. A survey of wi-fi networks in London, Frankfurt, New York and San Francisco by RSA Security found more than a third had basic security features turned off. By contrast last year survey found that 15% of firms had failed to take basic steps to improve security. RSA warned that wi-fi growing popularity made it much more likely that insecure networks would be found and exploited. Wireless or wi-fi networks have become hugely popular over the last few years in offices because they are easy to set up and make going online much more convenient. This popularity shows no sign of slowing reveals the annual RSA Security and NetSurity survey which found an annual 66% growth rate in the number of wireless nets being installed in London and Frankfurt. Although most firms do take steps to turn on the security functions built in to the wi-fi standard and protect themselves from attack, the survey found that a significant proportion were taking unnecessary risks. On average 33% of the wireless networks found by RSA and NetSurity researchers in London, Frankfurt, New York and San Francisco had not used basic security systems. Many firms were simply turning on their wireless net access points and use default settings that anyone familiar with wi-fi could easily find out. RSA said that 26% of wi-fi networks found London used default settings compared to 30% in Frankfurt, 31% in New York and 28% in San Francisco. Many users of wi-fi nets did not even turn on the encryption that scrambles data traffic between users and the access point helping them go online. This is despite a series of stories warning firms about the dangers of drive-by hacking in which computer criminals walk or drive around city centres using easy to use tools to spot wi-fi nets. These figures are another stark warning to unsecured businesses to get their act together, said Phil Cracknell, chief technology officer at NetSurity. As more public wi-fi hotspots appear and people become more familiar with using them, it was getting more likely that insecure would be found, warned Mr Cracknell. Accidental or intentional connection to a corporate network can bring with it a series of security issues including loss of confidential data and installation of malicious code, he said.",tech,393,sci.electronics
1951,"Solutions to net security fears Fake bank e-mails, or phishing, and stories about ID theft are damaging the potential of using the net for online commerce, say e-business experts. Trust in online security is falling as a result. Almost 70% of those asked in a poll said that net firms are not doing enough to protect people. The survey of more than 1,000 people reported that 43% were not willing to hand over personal information online. It is worrying for shopaholics and firms who want to exploit the net. More people are becoming aware of online security issues but they have little confidence that companies are doing enough to counter the threats, said security firm RSA, which carried out the poll. An estimated 12 million Britons now use the net as a way of managing their financial affairs. Security experts say that scare stories and the vulnerabilities dogging e-commerce and e-banking are being taken seriously - by banks in particular. I don't think the threat is overplayed, Barry Beal, global security manager for Capgemini, told the BBC News website. He added: The challenge for banks is to provide the customer with something that improves security but balances that with usability. Ensuring extra security measures are in place protects them too, as well as the individual, and it is up to both parties to make sure they do what is necessary to prevent fraud, he said. Card issuers will keep us informed of types of attacks and what procedure to take to protect ourselves. If we do that, they will indemnify us, he said. Many believe using login details like usernames and passwords are simply not good enough anymore though. One of the biggest challenges to improving security online is how to authenticate an individual identity. Several security companies have developed methods which complement or replace passwords, which are easily compromised and easy to forget. Last year, a street survey found that more than 70% of people would reveal their password for a bar of chocolate. On average, people have to remember four different passwords. Some resort to using the same one for all their online accounts. Those who use several passwords often write them down and hide them in a desk or in a document on their computer. In a separate survey by RSA, 80% said they were fed up with passwords and would like a better way to login to work computer systems. For many, the ideal is a single online identity that can be validated once with a series of passwords and questions, or some biometric measurement like a fingerprint or iris scan with a token like a smartcard. Activcard is just one of the many companies, like RSA Security, which has been trying to come up with just that. RSA has a deal with internet provider AOL that lets people pay monthly for a one-time passcode generation service. Users get a physical token which automatically generates a code which stays active for 60 seconds. Many companies use a token-based method already for employees to access networks securely already. Activcard method is more complex. It is currently trailing its one-time passcode generation technology with UK banks. Steve Ash, from Activcard, told the BBC News website there are two parts to the process of identification. The most difficult is to ascertain whether an individual is who they say they are when they are online. The end solution is to provide a method where you combine something the user knows with something they have and present those both. The method it has developed makes use of the chip embedded in bank cards and a special card reader which can generate unique codes that are active for a specified amount of time. This can be adjusted at any time and can be active for as little as 30 seconds before it changes. It combines that with usual usernames and passwords, as well as other security questions. You take the card, put it in the reader, enter your pin number, and a code is given. If you wanted then to transfer funds, for instance, you would have to have the code to authorise the transaction. The clever bit happens back at the bank secure servers. The code is validated by the bank systems, matching the information they expect with the customer unique key. Each individual gets a key which is unique to them. It is a 2048-bit long number that is virtually impossible to crack, said Mr Ash. It means that in a typical security attack, explains Mr Ash, even if password information is captured by a scammer using keystroke software or just through spoof websites, they need the passcode. By the time they go back [to use the information], the code has expired, so they can't prove who they are, according to Mr Ash. In the next few years, Mr Ash predicts that this kind of method will be commonplace before we see biometric authentication that is acceptable for widespread use. PCs will have readers built into them, the cost of readers will be very cheap, and more people will have the cards. The gadgets we carry around, like personal digital assistants (PDAs) and mobiles, could also have integrated card reader technology in them. The PDA or phone method is a possible alternative as people are always carrying phones around, he said.",tech,891,sci.electronics
1952,"Gadget market 'to grow in 2005' The explosion in consumer technology is to continue into 2005, delegates at the world largest gadget show, in Las Vegas, have been told. The number of gadgets in the shops is predicted to grow by 11%, while devices which talk to each other will become increasingly important. Everything is going digital, Kirsten Pfeifer from the Consumer Electronics Association, told the BBC News website. The Consumer Electronics Show (CES) featured the pick of 2005 products. Consumers are controlling what they want and technologies like HDTVs [high-definition TVs], digital radio, and digital cameras will remain strong in 2005. All the products on show really showed the breadth and depth of the industry. Despite showing diversity, some delegates attending complained that the showcase lacked as much wow factor as in previous years. The portable technologies on show also reflected one of the buzzwords of CES, which was the time and place shifting of multimedia content - being able to watch and listen to video and music anywhere, at any time. At the start of last year CES, the CEA predicted there would be an average growth of 4% in 2004. That figure was surpassed with the rise in popularity of portable digital music players, personal video recorders and digital cameras. It was clear also that gadgets are becoming a lot more about lifestyle choice, with fashion and personalisation becoming increasingly key to the way gadgets are designed. Part of this has been the rise in spending power of the generation X-ers who have grown up with technology and who now have the spending power and desire for more devices that suit them. More than 57% of the consumer electronics market is made up of female buyers, according to CEA research. Hybrid devices, which combine a number of multimedia functions, were also in evidence on the show floor. A lot of this is driven by just the ability to do it, said Stephen Baker, a consumer electronics analyst with retail research firm NPD Group. Some of these functions cost next to nothing to add. As well as the show floor showcasing everything from tiny wearable MP3 players to giant high-definition TVs, several keynote speeches were made by industry leaders, such as Microsoft chief Bill Gates. Despite several embarrassing technical glitches during Mr Gate pre-show speech, he announced several new partnerships - mainly for the US market. He unveiled new ways of letting people take TV shows recorded on personal video recorders and watch them back on portable devices. He disappointed some, however, by failing to announce any details of the next generation of the Xbox games console. Another disappointment was the lack of exposure Sony new portable games device, the PSP, had at the show. Sony said the much-anticipated gadget would most likely start shipping in March for the US and Europe. It went on sale in Japan before Christmas. There were only two PSPs embedded in glass cabinets at the show though and no representatives to discuss further details. A Sony representative told the BBC News website this was because Sony did not consider it to be part of their consumer technology offering. Elsewhere at the show, there was a plethora of colour and plasma screens, including Samsung 102-inch (2.6 metre) plasma - the largest in the world. Industry experts were also excited about high-definition technologies coming to the fore in 2005, with new formats for DVDs coming out which will hold six times as much data as conventional DVDs. With so many devices on the move there were a lot of products on show offering external storage, like Seagate 5GB pocket sized external hard drive, which won an innovation for engineering and design prize. More than 120,000 trade professionals attended CES in Las Vegas, which officially ran from 6 to 9 January.",tech,636,sci.electronics
1953,"Toxic web links help virus spread Virus writers have begun using the power of the web to spread their malicious wares. A Windows virus called Bofra is turning infected machines into distributors of its malicious code. Those clicking on the poisoned links in e-mail messages sent out by infected machines may fall victim to the virus. The trick is being used to prevent the progam being caught by anti-virus software that combs through code contained in e-mail attachments. The virus that uses this trick is called Bofra and the first member of the family of worms appeared on 10 November. They exploit a Windows vulnerability that was discovered only a few days earlier. Like many other recent viruses, Bofra plunders the address book in Microsoft Outlook for e-mail addresses and scours other files on an infected machine for fresh target addresses. The virus uses its own mail sending software to despatch e-mail messages to potential victims but, unlike many other recent viruses, does not itself travel via mail. Instead the body of the mail messages sent out contain fake weblinks that, when clicked on, connect back to the machine that distributed that e-mail. Essentially, Bofra turns infected machines into small web servers that happily dole out copies of the virus. The messages try to trick people into clicking on the links by promising pornographic videos and images or by posing as payment confirmation for a Paypal transaction. Copies of the messages seen by the BBC News website had bright yellow and green backgrounds. Those clicking on the links will inadvertently download the Bofra virus which will then start searching for new addresses to send itself to. Filtering firm Clearswift said this tactic of creating thousands of mini web servers was designed to help the virus spread quickly and avoid attempts to shut it down. In the past other malicious programs have relied on a single web server that downloads viral code to target machines. Shutting down this central server usually stops the virus spreading. Clearswift said that fact that no viral code travels in the e-mail messages sent out by machines infected by Bofra could hamper effects to limit its spread. Finnish anti-virus firm F-Secure said that, so far, it had not seen many copies of the Bofra virus and its variants in circulation. Tim Warner, spokesman for anti-virus firm Finjan, said: You have people getting very creative now to deliver the virus and get it propagating. Mr Warner said organisations needed to prepare deep defences to keep out the modern form of malicious mobile code. Most firms have secured their e-mail gateway, said Mr Warner, but the irony is that most of them let malicious content through the web gateways. He said behavioural systems that monitor what users do can help to spot when viruses have penetrated organisations and have started hunting for other victims. The Bofra family of viruses, which were originally thought to be offshoots of the MyDoom bug, can infect machines running Windows 2000, 95, 98, Me, NT, XP and Server 2003. Users running Windows XP that have applied the SP2 update are not vulnerable to the loophole that Bofra exploits.",tech,525,sci.electronics
1955,"Millions to miss out on the net By 2025, 40% of the UK population will still be without internet access at home, says a study. Around 23 million Britons will miss out on a wide range of essential services such as education and medical information, predicts the report by telecoms giant BT. It compares to 27 million, or 50%, of the UK, who are not currently online. The idea that the digital divide will evaporate with time is wishful thinking, the report concludes. The study calls on the government and telecoms industry to come up with new ways to lure those that have been bypassed by the digital revolution. Although the percentage of Britons without home access will have fallen slightly, those that remain digital refuseniks will miss out on more, the report suggests. As more and more everyday tasks move online and offline services become less comprehensive, the divide will become more obvious and more burdensome for those that have not got net access, it predicts. The gap between have-nets and have-nots has been much talked about, but predictions about how such a divide will affect future generations has been less discussed. BT set out to predict future patterns based on current information and taking account of the way technology is changing. Optimists who predict that convergence and the emergence of more user-friendly technology will bridge the digital divide could be way off mark, the report suggests. Internet access on other devices tends to be something taken up by those who already have it, said Adrian Hosford, director of corporate responsibility at BT. Costs of internet access have fallen dramatically and coverage in remote areas have vastly improved over the last year but the real barrier remains psychological. There is a hard rump of have-nots who are not engaging with the net. They don't have the motivation or skills or perceive the benefits, said Mr Hosford. As now, the most disadvantaged groups are likely to remain among low income families, the older generation and the disabled. Those on low incomes will account for a quarter of the digital have-nots, the disabled will make up 16% and the elderly nearly a third by 2025, the report forecasts. Organisations such as BT have a responsibility to help tackle the problem, said Mr Hosford. The telco has seen positive results with its Everybody Online project which offers internet access to people in eight deprived communities around Britain. In one area of Cornwall with high levels of unemployment, online training helped people rewrite CVs and learn skills to get new jobs, explained Mr Hosford. Such grassroot activity addressing the specific needs of individual communities is essential is the problem of the digital divide is to be overcome, he said. If we don't address this problem now, it will get a lot worse and people will find it more difficult to find jobs, education opportunities will be limited and they'll simply not be able to keep up with society, he said. The Alliance for Digital Inclusion, an independent body with members drawn from government, industry and the voluntary sector has recently been set up to tackle some of the issues faced by the digital refuseniks.",tech,531,sci.electronics
1956,"Cebit fever takes over Hanover Thousands of products and tens of thousands of visitors make Cebit the place to be for technology lovers. Welcome to CeBit 2005 was the message from the pilot as we landed, the message on flyers at the airport, and the message on just about every billboard in town. CeBit fever has taken over Hanover. Hotels have been booked out for months; local people are letting out rooms in their homes to the hoards of exhibitors, visitors, and journalists. CeBit itself is huge, the exhibition site could almost be classified as a town in its own right. There are restaurants, shops, and a bus service between the halls - of which there are 27. There are more than 6,000 companies here, showing their latest products. The list of them that I was given when I came in is the size and weight of a phone book. One of the mains themes this year is the digital home, and one of the key buzzwords is convergence. The entertainment PC is being billed as the replacement for DVD players, stereos, telephones and computers - offering a one-box solution, wirelessly connected throughout a house. To show them off, one display has been modelled as a prototype digital lifestyle home by German magazine Computer Reseller News. We wanted to show how this fits into a living room or workplace, to give people a feeling how it would work in their homes, said Claudia Neulling from the magazine. The house has webcams for security in each room, which can be called up on the high definition TV, connected to the PC in the living room. That PC provides home entertainment, movies or music. It can also be linked to the car parked outside, which is kitted out with a processor of its own, along with a DVD player and cordless headphones for the kids in the back. Convergence for me is about how technology, the transfer of data, can do things that make it easier and more convenient for me as a consumer, said Mark Brailey, director of corporate marketing for Intel. The real challenge is to show people it easier than they think, and fun. He firmly believes that entertainment PCs are the future, but says they have to get past people fears of frequent crashes and incompatibilities. That is something Microsoft is trying to do too - its stand has computers running Windows XP Media Centre edition 2005 for people to try out. Mobile phones do not escape the convergence theme. Samsung is showing off its SGH-i300, a handset with a three gigabyte hard drive, that can be used to watch compressed video or as an MP3 player. And if you would rather watch live TV than a downloaded movie NEC is showing a phone, on sale in China, which can show analogue TV on its colour screen. I think the most probable application is at somewhere like the train station - if you want to check the status of the soccer game for example said Koji Umemoto, manager of mobile terminals marketing for NEC. He admitted that the signal quality is not very good if you are on the move, and they do not have plans to launch it in Europe at the moment. Nokia was happy to demonstrate its 6230i, an upgrade to the very popular 6230. It now has a 1.3 megapixel camera, and a music player that can handle multiple formats, rather than just MP3s. It is also compatible with Nokia new Visual Radio technology. The handset can receive FM broadcasts, and the user can interact with compatible broadcasts using a GPRS connection, to take part in competitions or get extra information such as the name of the song playing. Most companies are reluctant to show prototypes, preferring to display products that are already on sale, or just about to hit the market. Portable media player firm Creative showed off a new wireless technology, based on magnetic inductance rather than radio - a system some hearing aids use. The benefits over conventional Bluetooth are the lack of interference, and longer battery life, said Riccardo de Rinaldini, Creative European marketing manager. The firm has a prototype headset linked up to a Zen Micro player. The transmitter on the player creates a private, magnetic bubble around the user, which is picked up by the headset. The range is only about one metre so it is only suitable for personal use. A single AAA battery is said to last up to 30 hours. Creative expects it to hit the market in its final form later this year. Even clothing is likely to be part of the convergence trend. Adidas has a trainer which, according to Susanne Risse from the company, can sense, understand, and adapt to your running style. It has a battery, processor, and motor embedded in the sole. Buttons on the side allow you to set the amount of cushioning you would like by adjusting the tension on a cable running through the heel. The processor then monitors the surface you are running on, and adjusts the tension accordingly. It is being billed as the world first intelligent shoe.",tech,863,sci.electronics
1958,"Doors open at biggest gadget fair Thousands of technology lovers and industry experts have gathered in Las Vegas for the annual Consumer Electronics Show (CES). The fair showcases the latest technologies and gadgets that will hit the shops in the next year. About 50,000 new products will be unveiled as the show unfolds. Microsoft chief Bill Gates is to make a pre-show keynote speech on Wednesday when he is expected to announce details of the next generation Xbox. The thrust of this year show will be on technologies which put people in charge of multimedia content so they can store, listen to, and watch what they want on devices any time, anywhere. About 120,000 people are expected to attend the trade show which stretches over more than 1.5 million square feet. Highlights will include the latest trends in digital imaging, storage technologies, thinner flat screen and high-definition TVs, wireless and portable technologies, gaming, and broadband technologies. The show also includes several speeches from key technology companies such as Intel, Microsoft, and Hewlett Packard among others. The story this year remains all about digital and how that is completely transforming and revolutionising products and the way people interact with them, Jeff Joseph, from the Consumer Electronics Association (CEA) told the BBC News website. It is about personalisation - taking your MP3 player and creating your own playlist, taking your digital video recorder and watch what you want to watch when - you are no longer at the whim of the broadcasters. Consumer electronics and gadgets had a phenomenal year in 2004, according to figures released by CES organisers, the CEA, on Tuesday. The gadget explosion signalled the strongest growth yet in the US in 2004. Shipments of consumer electronics rose by almost 11% between 2003 and 2004. That trend is predicted to continue, according to CEA analysts, with wholesale shipments of consumer technologies expected to grow by 11% again in 2005. The fastest-growing technologies in 2004 included blank DVD media, Liquid Crystal Display (LCD) TVs, digital video recorders (DVRs), and portable music players. This year we will really begin to see that come to life in what we call place shifting - so if you have your PVR [personal video recorder] in your living room, you can move that content around the house. Some exhibitors will be showcasing how you can take that content anywhere, said Mr Joseph. He said the products which will be making waves in the next year will be about the democratisation of content - devices and technologies that will give people the freedom to do more with music, video, and images. There will also be more focus on the design of technologies, following the lead that Apple iPod made, with ease of use and good looks which appeal to a wider range of people a key concern. The CEA predicted that there would be several key technology trends to watch in the coming year. Gaming would continue to thrive, especially on mobile devices, and would reach out to more diverse gamers such as women. Games consoles sales have been declining, but the launch of next generation consoles, such as Microsoft Xbox and PlayStation, could buoy up sales. Although it has been widely predicted that Mr Gates would be showcasing the new Xbox, some media reports have cast doubt on what he would be talking about in the keynote. Some have suggested the announcement may take place at the Games Developers Conference in the summer instead. With more than 52% of US homes expected to have home networks, the CEA suggested hard drive boxes - or media servers - capable of storing thousands of images, video and audio files to be accessed through other devices around the home, will be more commonplace. Portable devices that combine mobile telephony, digital music and video players, will also be more popular in 2005. Their popularity will be driven by more multimedia content and services which will let people watch and listen to films, TV, and audio wherever they are. This means more storage technologies will be in demand, such as external hard drives, and flash memory like SD cards. CES runs officially from 6 to 9 January.",tech,697,comp.graphics
1959,"Napster offers rented music to go Music downloading, for those that have rejected the free peer to peer services, can be a costly business. The cost of paying even as little as 70p per track can add up, particularly for those people who own one of the new generation of players that can store thousands of songs. Paying per track for music is becoming as outmoded as paying per minute for internet access and alternative monthly or yearly subscription models are springing up as a more convenient, and ultimately cheaper way of owning music. Music fans are moving away from buying the traditional bundled package of a dozen or more songs that we used to call an album to newer ways that fit their lifestyle; either single tracks or subscriptions services, said Paul Myers, chief executive of Wippit, a UK-based music download service. While iTunes is doing good business with its sales of individual tracks to iPod owners, others are questioning whether the concept of owning music is even valid in the digital age. Napster is due to launch a new rental subscription service - dubbed Napster to Go in the UK in the next few months. The service can be used on players that support Microsoft Windows latest Digital Rights Management technology known as Janus. This includes players made by Samsung, Rio and Creative. Currently on offer in beta-version in the US, the service costs $15 per month for unlimited downloads. The technology ensures that music downloaded to the player only remains playable while the user subscribes to the service. Users need to update their license on a monthly basis or the tunes will no longer play. This has outraged some digital music lovers, especially as Napster already offers a cheaper service for downloading music to the PC. Napster claims the higher price is a result of record labels charging more for the to-go service and says it also offers greater value for customers. Mr Myers is not convinced a rental model will work for consumers. We've been offering our unlimited music subscription service for more than three years now and our customers know what they want. Format interoperability, excellent value and the reassurance that music purchased from Wippit is theirs to keep and enjoy on whatever device they choose, he said. Who wants to download a track that won't play next month if you decide to unsubscribe to the service or change portable player for an iPod or the latest mobile phone? Wippit offers a download subscription service for £4.99 per month or £50 per year. It has a catalogue of around 60,000 songs.",tech,436,sci.electronics
1960,"Blogs take on the mainstream Web logs or blogs are everywhere, with at least an estimated five million on the web and that number is set to grow. These online diaries come in many shapes and styles, ranging from people willing to sharing their views, pictures and links, to companies interested in another way of reaching their customers. But this year the focus has been on blogs which cast a critical eye over news events, often writing about issues ignored by the big media or offering an eye-witness account of events. Most blogs may have only a small readership, but communication experts say they have provided an avenue for people to have a say in the world of politics. The most well-known examples include Iraqi Salam Pax accounts of the US-led war, former Iranian vice-president Mohammad Ali Abtahi exclusive insight into the Islamic Republic government, and the highs and lows of the recent US election campaign. There are already websites pulling together these first-hand reporting accounts heralded by blogs, like wikinews.com, launched last November. The blogging movement has been building up for many years. Andrew Nachison, Director of the Media Center, a US-based think-tank that studies media, technology and society, highlights the US presidential race as a possible turning point for blogs. You could look at that as a moment when audiences exercised a new form of power, to choose among many more sources of information than they have never had before, he says. And blogs were a key part of that transformation. Among them were blogs carrying picture messages, saying we are sorry for George W Bush victory and the responses from his supporters. Mr Nachison argues blogs have become independent sources for images and ideas that circumvent traditional sources of news and information such as newspapers, TV and radio. We have to acknowledge that in all of these cases, mainstream media actually plays a role in the discussion and the distribution of these ideas, he told the BBC News website. But they followed the story, they didn't lead it. Some parts of the so-called traditional media have expressed concerns about this emerging competitor, raising questions about the journalistic value of blogs. Others, like the French newspaper Le Monde, have applied a different strategy, offering blogs as part of its content. I don't think the mission and role of journalism is threatened. It is in transition, as society itself is in transition, says Mr Nachison. However, he agrees with other experts like the linguist and political analyst Noam Chomsky, that mainstream media has lost the traditional role of news gatekeeper. The one-to-many road of traditional journalism, yes, it is threatened. And professional journalists need to acclimate themselves to an environment in which there are many more contributors to the discourse, says Mr Nachison. The notion of a gatekeeper who filters and decides what acceptable for public consumption and what isn't, that gone forever. With people now walking around with information devices in their pockets, like camera or video phones, we are going to see more instances of ordinary citizens breaking stories. It seems unlikely that we will end up living in a planet where every human is a blogger. But the current number of blogs is likely to keep on growing, in a web already overloaded with information. Blog analysis firm Technorati estimates the number of blogs in existence, the so-called blogosphere, has already exceeded five million, and is growing at exponential levels. Tools such as Google Blogger, MovableType and the recently launched beta version of MSN Spaces are making it easier to run a blog. US research think-tank Pew Internet & American Life says a blog is created every 5.8 seconds, although less than 40% of the total are updated at least once every two months. But experts agree that the phenomenon, allowing individuals to publish, share ideas, exchange information, comment on current issues, post images or video on the web easily, is here to stay. We are entering one era in which the technological infrastructure is creating a different context for how we tell our stories and how we communicate with each other, said Mr Nachison. And there going to be bad that comes with the good.",tech,700,sci.electronics
1961,"UK gets official virus alert site A rapid alerting service that tells home computer users about serious internet security problems is being launched by the UK government. The service, IT Safe, will issue warnings about damaging viruses, software vulnerabilities and weaknesses on devices such as mobile phones. Alerts tell people how the threats affect them and what they can do to avoid trouble and protect themselves. The service will be free and those who sign up can get e-mail or text alerts. The scheme is aimed at home users and small businesses. The government estimates it will issue security alerts about six to 10 times a year, based on previous experience of virus outbreaks. There is a clear need for easy-to-understand and simple independent advice for non-technically minded people who use computers either at home or at work, said Home Office Minister Hazel Blears. The purpose of this new government service is to ensure computer users are aware of the risks involved and how to deal with them easily and effectively without causing alarm. Those signing up will only be told about the most serious security threats that have the potential to affect millions of people. Full-time staff are being employed to comb through the many hundreds of alerts issued each year by computer security firms to spot which ones have the potential to catch out a large number of people Between alerts the service will occasionally send messages giving people advice about safe ways to use their computers and phones. IT Safe will take our technical expertise and use it to help home users understand the risks and keep their computer systems, mobile phones and a range of related consumer electronic items, safe, said Roger Cumming, director of the National Infrastructure Security Coordination Centre (NISCC). The NISCC, which is running the service, also stressed that those signing up would still need to use anti-virus software, firewalls, and software updates to stay secure. Warnings about security problems will tell people what the problem is, how it affects them and what they can do to avoid trouble. Alerts will not be issued unless users can do something to protect themselves against the threat. This might include downloading an update from an anti-virus vendor or updating software to close loopholes and fix vulnerabilities. However no software patches or programs will actually be dispensed through the site. The alerts will tell people how to go about getting hold of patches from security firms. The NISCC spokesman said the site and alerting service would stay in existence for as long as there were security bugs on home computers and other gadgets. Government statistics show that more than half of all UK households own a home computer. It was estimated that almost 13 million of these were able to access the internet in 2004. The launch comes as the number of viruses and other malicious programs in existence is reaching unprecedented numbers. In September 2004, the number of malicious programs circulating topped the 100,000 mark. Some fear that this figure could hit 150,000 by September 2005. The creation of the national alert service follows similar efforts in the Netherlands and US. The National Alerting Service for the Netherlands (aka De Waarschuwingsdienst) and the US National Cyber Alerting Service also tell citizens of serious security threats.",tech,550,sci.electronics
